,price,bedrooms,bathrooms,view,sqft_living,sqft_land_area,floors,condition,grade,sqft_above,sqft_basement,year_built,sqft_avg_neighbor_living,sqft_avg_neighbor_land_area,latitude,longitude,clusters
6035,419000.0,3,2.5,2,3310,21096,2.0,3,9,3310,0,2004,3310,13835,47.3049,-122.386,3
6036,450000.0,4,1.75,0,1520,5250,1.0,3,6,1520,0,1949,1530,5250,47.6581,-122.39,0
6037,650000.0,5,1.75,0,1260,4500,1.5,3,7,1260,0,1926,1410,4388,47.6452,-122.369,0
6038,550000.0,3,1.75,0,1840,8086,1.0,4,8,1840,0,1964,1840,8060,47.67,-122.155,0
6039,330000.0,4,2.0,1,1750,5202,1.0,4,6,1070,680,1942,2090,5400,47.5677,-122.317,2
6040,282510.0,4,1.0,0,1450,32234,1.5,4,6,1450,0,1932,1530,10125,47.3818,-122.21,0
6041,2385000.0,4,4.0,2,6330,13296,2.0,3,13,4900,1430,2000,2200,9196,47.6488,-122.201,3
6042,230000.0,2,2.0,0,1260,10200,1.0,3,7,1020,240,1983,1560,10200,47.2593,-122.312,0
6043,750000.0,4,1.75,0,2100,6613,2.0,3,8,2100,0,1909,1630,5750,47.567,-122.385,0
6044,321000.0,4,2.5,0,2430,5366,2.0,3,8,2430,0,2002,2100,5414,47.3352,-122.19,1
6045,2196000.0,4,3.25,3,4250,18000,2.0,5,10,3350,900,1980,3790,14537,47.5612,-122.229,3
6046,245000.0,4,2.0,0,1830,10416,1.0,3,7,1370,460,1958,1830,9271,47.4878,-122.341,0
6047,510000.0,2,1.0,0,1310,4000,1.0,3,6,1310,0,1913,1550,4000,47.6854,-122.329,0
6048,751000.0,4,3.25,0,3090,9571,2.0,3,9,2370,720,2004,3630,9110,47.7058,-122.131,3
6049,675000.0,4,2.5,0,2560,36601,2.0,4,9,2560,0,1987,2790,36601,47.5851,-121.992,1
6050,295000.0,3,1.75,0,1930,13350,1.0,3,8,1930,0,1967,2270,13350,47.3317,-122.365,0
6051,312000.0,2,1.0,0,1460,6000,1.0,2,7,1260,200,1925,1580,6380,47.7009,-122.317,0
6052,730000.0,3,3.0,0,3460,13129,2.0,3,9,2560,900,1988,3460,12568,47.7315,-122.058,3
6053,762500.0,5,3.5,0,3290,5880,2.0,3,9,2670,620,2005,3090,5680,47.7067,-122.119,3
6054,150000.0,3,1.0,0,820,7680,1.5,3,6,820,0,1910,1470,6912,47.528,-122.359,0
6055,270000.0,3,1.0,0,1480,7374,1.0,3,6,760,720,1954,1480,8934,47.7775,-122.336,0
6056,400000.0,4,2.0,0,1420,9301,1.0,4,7,1420,0,1963,1530,8075,47.6325,-122.121,0
6057,650000.0,3,2.5,0,2790,6720,2.0,3,8,2790,0,2002,2620,6720,47.5958,-122.038,1
6058,530000.0,2,1.5,0,1390,5000,1.0,4,8,970,420,1954,1610,5000,47.5673,-122.401,0
6059,248000.0,3,1.0,0,950,9400,1.0,4,7,950,0,1954,1260,9400,47.5746,-122.136,0
6060,760000.0,4,3.5,0,3000,5300,1.0,5,7,1780,1220,1949,1360,5450,47.6748,-122.279,2
6061,199000.0,4,1.0,0,1280,10521,1.5,3,7,1280,0,1960,1540,9384,47.4215,-122.289,0
6062,240000.0,2,1.0,0,870,8400,1.0,3,7,870,0,1960,1070,12465,47.4493,-122.282,0
6063,415000.0,3,1.5,0,1360,1795,2.0,3,7,1360,0,1945,1580,1795,47.6471,-122.397,0
6064,228000.0,3,1.0,0,1000,16376,1.0,3,7,1000,0,1959,1420,16192,47.4825,-122.108,0
6065,525000.0,4,2.5,0,2740,12106,1.0,3,8,1980,760,1992,2170,11156,47.7648,-122.355,2
6066,399950.0,3,1.75,0,1560,5223,1.0,4,7,810,750,1940,1440,8491,47.7175,-122.288,0
6067,781000.0,4,2.5,0,2590,8571,2.0,3,9,2590,0,1988,2360,8155,47.691,-122.105,1
6068,827000.0,3,2.5,0,1850,1330,2.5,3,9,1560,290,2004,1810,2071,47.6831,-122.325,1
6069,525000.0,5,2.25,0,2500,8621,1.5,4,7,2500,0,1968,1980,7395,47.7379,-122.185,1
6070,671300.0,4,2.5,0,3280,5232,2.0,3,7,3280,0,2004,2600,5080,47.6798,-122.033,1
6071,175000.0,2,1.0,0,670,2378,1.0,3,5,670,0,1919,700,2970,47.5769,-122.372,0
6072,1100000.0,5,2.75,0,2890,22547,1.0,4,10,2150,740,1963,3010,17809,47.5476,-122.219,3
6073,800000.0,5,2.5,0,3000,10560,1.0,3,8,1500,1500,1966,2690,11616,47.6249,-122.206,2
6074,329950.0,4,2.5,0,1920,4600,2.0,3,7,1920,0,2002,2200,6600,47.3795,-122.023,1
6075,445000.0,4,3.25,0,1960,7200,2.0,3,7,1960,0,1979,1980,7529,47.7291,-122.218,1
6076,237000.0,3,1.75,0,2000,12208,1.0,3,7,1140,860,1979,1060,8194,47.3752,-122.236,0
6077,1112500.0,6,4.0,0,3600,6224,2.0,3,9,2610,990,1945,1430,6224,47.6531,-122.405,3
6078,438900.0,4,2.5,0,2740,5700,2.0,3,9,2740,0,2006,3010,5281,47.3535,-122.026,1
6079,1280000.0,9,4.5,0,3650,5000,2.0,3,8,2530,1120,1915,2510,5000,47.6604,-122.289,3
6080,600000.0,4,2.5,0,2310,3866,2.0,3,8,2310,0,2005,1950,4023,47.5498,-121.996,1
6081,670000.0,4,2.5,0,2095,4569,2.0,3,9,2095,0,2002,2095,4385,47.6603,-122.087,1
6082,519000.0,2,2.0,0,1560,4823,1.0,3,8,1560,0,2004,1855,4989,47.7111,-122.032,1
6083,320000.0,3,2.25,0,1880,7350,1.0,3,8,1390,490,1984,1910,8400,47.4457,-122.123,0
6084,270000.0,2,1.5,0,840,867,2.0,3,7,840,0,2005,840,1322,47.6955,-122.304,0
6085,1000000.0,3,2.5,0,2730,5832,2.0,3,9,2730,0,1998,2360,5832,47.6216,-122.161,1
6086,330000.0,1,1.0,0,860,4800,1.0,3,6,860,0,1907,1380,4800,47.6146,-122.299,0
6087,657500.0,3,2.0,0,2320,10960,1.0,3,7,1510,810,1956,2160,10960,47.6157,-122.174,2
6088,450000.0,3,1.75,0,1540,61419,1.0,3,7,1540,0,1967,3790,8529,47.7663,-122.228,0
6089,150000.0,3,1.0,0,890,6488,1.5,3,5,890,0,1928,1330,16250,47.7087,-121.352,0
6090,792500.0,4,2.5,0,4290,175421,2.0,3,10,4290,0,2004,3370,63162,47.3585,-121.988,3
6091,540000.0,3,2.5,0,1950,13227,2.0,4,9,1950,0,1978,2650,12943,47.7217,-122.256,1
6092,229900.0,3,1.0,0,1010,8848,1.0,4,7,1010,0,1968,1380,10650,47.2742,-122.299,0
6093,533000.0,4,2.5,0,2830,6536,2.0,3,8,2830,0,2003,2830,6872,47.3888,-122.032,1
6094,239000.0,4,1.75,0,1500,12560,1.0,4,7,1000,500,1977,1700,9020,47.2918,-122.197,0
6095,713900.0,3,2.5,0,3370,167706,1.0,3,10,3370,0,2000,3350,213444,47.4379,-122.022,3
6096,427500.0,4,2.5,0,3160,8726,2.0,3,9,3160,0,1999,2500,8648,47.2582,-122.223,1
6097,302000.0,3,1.0,0,1110,7000,1.5,4,7,1110,0,1955,1800,7000,47.754,-122.341,0
6098,1150000.0,3,2.5,0,3830,48743,2.0,3,11,3830,0,1991,2950,8299,47.5663,-122.125,3
6099,555000.0,3,2.5,0,3160,4270,2.0,3,8,2650,510,2006,2720,12523,47.7453,-122.194,1
6100,495000.0,3,2.25,0,2100,3000,2.0,3,7,2100,0,1996,1650,4500,47.595,-122.306,1
6101,495000.0,3,1.5,0,2240,13288,1.0,3,7,2240,0,1953,2150,9900,47.6762,-122.17,0
6102,340000.0,2,0.75,2,1060,48292,1.0,5,6,560,500,1947,750,80201,47.4285,-122.511,0
6103,464950.0,4,2.25,0,2350,36116,1.0,4,9,2350,0,1983,2580,36116,47.3533,-122.082,1
6104,320000.0,4,2.5,0,1940,7040,2.0,3,8,1940,0,1998,2400,7145,47.2632,-122.209,1
6105,440000.0,1,1.0,0,1160,64469,1.0,3,7,1160,0,2009,1580,48352,47.7433,-122.082,0
6106,686000.0,3,1.5,0,1840,9990,2.0,5,8,1840,0,1961,2100,12474,47.7145,-122.369,2
6107,555000.0,4,1.75,0,2260,11000,1.0,3,8,1620,640,1976,1960,10000,47.6224,-122.109,2
6108,361500.0,2,1.0,0,840,3860,1.0,4,6,840,0,1909,1390,3860,47.6842,-122.365,0
6109,1240000.0,5,3.0,0,2830,7500,2.0,3,9,2460,370,1923,2900,5000,47.6579,-122.277,3
6110,154950.0,4,1.0,0,1600,10183,1.0,4,6,1600,0,1966,1410,10416,47.277,-122.211,0
6111,247200.0,3,1.75,0,1370,8719,1.0,3,7,1370,0,1982,1370,7525,47.3664,-122.087,0
6112,250000.0,3,2.25,0,1960,7414,1.0,3,7,1490,470,1984,1580,8038,47.2977,-122.374,0
6113,590300.0,3,1.5,0,1470,7200,2.0,4,7,1470,0,1907,1530,7200,47.5602,-122.28,0
6114,541125.0,5,2.75,0,2740,8426,1.0,4,8,1370,1370,1960,2020,8783,47.5563,-122.184,2
6115,310000.0,2,2.5,0,1090,923,2.0,3,7,1090,0,2004,1410,1326,47.5347,-122.071,1
6116,704111.0,4,2.75,1,2460,9520,1.0,3,8,1680,780,1976,2380,9600,47.7021,-122.233,2
6117,277500.0,3,2.25,0,1820,19602,1.0,4,7,1820,0,1964,1520,8773,47.331,-122.286,0
6118,325000.0,4,2.75,0,1960,8937,1.0,5,7,980,980,1954,1480,10016,47.451,-122.278,2
6119,289200.0,3,2.25,0,1760,7023,2.0,3,7,1760,0,1995,1760,7082,47.7468,-121.98,1
6120,185000.0,1,1.0,0,720,5000,1.0,4,6,720,0,1908,1170,5000,47.5289,-122.272,0
6121,1445000.0,4,3.5,0,3470,8580,2.0,3,11,2500,970,2007,1940,7920,47.6433,-122.403,3
6122,420550.0,4,2.0,0,1370,8100,1.0,2,7,1370,0,1947,1280,8100,47.749,-122.312,0
6123,603000.0,4,2.25,0,2370,11310,1.0,3,8,1550,820,1968,1890,8621,47.7684,-122.289,2
6124,345000.0,3,1.0,0,1390,2640,1.5,3,7,1230,160,1903,1780,3920,47.6078,-122.307,0
6125,650000.0,3,2.0,0,1840,3075,1.0,5,7,920,920,1928,1480,3774,47.6894,-122.35,2
6126,589950.0,5,3.0,3,2790,19439,1.0,5,7,1500,1290,1973,1620,19439,47.4088,-122.089,2
6127,309950.0,2,2.25,0,1460,1607,2.0,3,8,1460,0,2007,1460,1826,47.5395,-122.369,1
6128,775000.0,3,2.5,0,2620,241200,1.5,4,9,2620,0,1998,2620,172933,47.4574,-122.01,3
6129,590000.0,4,1.5,0,2230,5109,1.5,3,7,1330,900,1918,1630,5109,47.6996,-122.31,2
6130,863500.0,4,3.0,0,3250,2760,2.5,3,8,2420,830,1905,1260,2780,47.6104,-122.303,1
6131,517500.0,3,1.0,0,1190,7000,1.0,3,7,1190,0,1943,1350,7000,47.6453,-122.403,0
6132,700000.0,3,3.0,0,2090,7440,1.5,5,7,1290,800,1922,1570,4960,47.6891,-122.331,2
6133,699000.0,3,2.5,0,2580,8154,1.0,3,10,2090,490,1956,1660,8155,47.7259,-122.361,2
6134,350000.0,3,2.5,0,2100,3574,2.0,3,7,1690,410,2005,1970,2962,47.7453,-121.984,1
6135,795000.0,4,2.5,0,3160,16564,2.0,3,10,3160,0,1987,3160,12415,47.6365,-122.04,3
6136,543000.0,3,2.5,0,2090,7640,1.0,3,7,1360,730,1962,2090,7668,47.7369,-122.338,2
6137,325000.0,3,2.5,0,1570,3143,2.0,3,7,1570,0,2001,1740,3591,47.7364,-121.969,1
6138,337500.0,3,1.0,0,1020,6000,1.5,3,7,1020,0,1900,1240,6000,47.5254,-122.318,0
6139,425000.0,2,1.0,0,1300,11080,1.0,4,7,1300,0,1955,1600,9259,47.7281,-122.233,0
6140,780000.0,3,2.5,0,2110,9773,1.0,3,9,2110,0,1986,2560,11787,47.5628,-122.115,1
6141,259000.0,2,1.0,0,1210,17389,1.0,4,5,1210,0,1948,2140,14419,47.5044,-122.148,0
6142,524400.0,4,1.75,0,1990,12950,1.0,4,8,1850,140,1968,2090,12850,47.5434,-122.166,2
6143,260000.0,3,2.0,0,1630,8018,1.0,3,7,1630,0,2003,1610,8397,47.2638,-122.243,0
6144,273000.0,2,2.0,0,1384,1822,2.0,3,7,1384,0,1990,1078,1315,47.7525,-122.244,1
6145,639900.0,4,2.5,0,3380,75794,2.0,3,10,3380,0,1997,3710,17913,47.3511,-122.266,3
6146,420000.0,4,2.5,0,2480,8626,2.0,3,10,2480,0,2001,2990,9033,47.3185,-122.262,1
6147,510500.0,3,1.0,0,1270,8000,1.0,4,7,1270,0,1957,1470,8000,47.5874,-122.136,0
6148,290000.0,4,1.0,0,1010,7200,1.5,3,6,1010,0,1947,1360,7200,47.742,-122.325,0
6149,226000.0,3,1.75,0,1490,6269,1.0,4,6,990,500,1944,1490,7722,47.4917,-122.188,0
6150,300000.0,2,1.0,0,820,3844,1.0,4,6,820,0,1916,1520,3844,47.7049,-122.349,0
6151,407450.0,3,2.0,0,1810,10860,1.0,3,7,1810,0,1967,1420,11982,47.6393,-121.967,0
6152,390000.0,4,2.25,0,3060,7920,1.0,3,7,1530,1530,1965,1850,7800,47.4879,-122.245,2
6153,1058800.0,6,2.75,4,2980,20000,1.0,3,8,2130,850,1965,2730,20000,47.7599,-122.375,3
6154,610000.0,3,2.5,0,3440,18167,2.0,3,11,3440,0,1991,3990,20239,47.2909,-122.342,3
6155,239975.0,3,2.5,0,1820,7242,1.0,3,7,1220,600,1959,1350,8214,47.4318,-122.292,0
6156,375000.0,3,2.5,0,2320,5760,1.0,3,7,1480,840,1987,1660,5762,47.504,-122.248,2
6157,742500.0,4,2.5,0,2620,4400,2.0,3,9,2620,0,2004,2640,4554,47.5524,-121.991,1
6158,450000.0,4,1.75,0,2190,11625,1.0,4,8,2020,170,1956,1920,8855,47.4979,-122.363,2
6159,300000.0,3,2.25,0,1780,10395,1.0,3,8,1780,0,1967,2080,9360,47.4539,-122.15,0
6160,216600.0,3,1.75,0,2200,7700,1.0,3,7,1240,960,1975,1770,7360,47.4119,-122.181,2
6161,525000.0,3,1.75,0,1600,6120,1.5,3,7,1600,0,1924,1670,4590,47.6847,-122.291,0
6162,455000.0,4,2.25,2,2450,21000,1.0,4,8,1650,800,1954,1820,12480,47.4559,-122.344,2
6163,390000.0,4,2.25,0,2680,35218,2.0,3,8,2680,0,1986,2980,35218,47.4613,-121.997,1
6164,450000.0,3,1.75,0,1850,8667,1.0,4,7,880,970,1982,1450,10530,47.7025,-122.198,2
6165,382000.0,4,1.0,0,1740,4400,1.5,3,7,1740,0,1924,1590,4400,47.6058,-122.3,0
6166,287000.0,3,2.25,0,1490,9600,1.0,4,7,1170,320,1987,1590,10104,47.7378,-121.977,0
6167,460000.0,4,2.0,3,1960,190357,1.0,2,8,1960,0,1971,2560,189100,47.5538,-121.958,3
6168,435000.0,3,2.25,0,1380,3015,2.0,3,7,1380,0,2009,1930,3612,47.6783,-122.157,1
6169,575000.0,2,1.0,0,1510,4032,1.5,3,8,1310,200,1935,1700,4042,47.6371,-122.393,0
6170,626700.0,3,1.5,0,1410,3600,1.0,3,7,1410,0,1906,1370,3600,47.6402,-122.357,0
6171,352000.0,4,1.5,0,1440,8680,1.5,3,7,1440,0,1922,1440,9000,47.502,-122.228,0
6172,650000.0,3,1.0,0,920,6750,1.0,4,7,920,0,1951,1460,8933,47.6322,-122.212,0
6173,197000.0,3,1.0,0,1090,17630,1.0,4,7,1090,0,1962,1300,12000,47.288,-122.196,0
6174,340000.0,8,2.75,0,2790,6695,1.0,3,7,1470,1320,1977,1760,7624,47.7565,-122.331,2
6175,560000.0,3,2.0,0,1840,14985,1.0,3,7,1840,0,1968,2300,16067,47.6916,-122.158,0
6176,354000.0,3,1.75,0,1340,6300,1.0,3,7,1340,0,1972,1780,7200,47.7186,-122.218,0
6177,670000.0,4,2.5,0,2570,9086,2.0,3,9,2570,0,1999,2760,6733,47.6373,-122.064,1
6178,769000.0,4,3.5,0,3010,6202,2.0,3,9,3010,0,2005,2520,5001,47.5533,-121.993,1
6179,650000.0,4,2.5,0,2160,3139,1.0,3,7,1080,1080,1940,1650,3740,47.6662,-122.338,2
6180,650000.0,3,1.75,0,2140,9484,1.0,3,7,1290,850,1953,1960,9630,47.6234,-122.191,2
6181,289950.0,4,1.75,0,2090,7416,1.0,4,7,1050,1040,1970,1710,7527,47.4107,-122.179,2
6182,300000.0,3,1.75,0,1810,21138,1.0,4,7,1240,570,1977,1850,12200,47.4674,-122.178,0
6183,471000.0,4,1.75,2,1760,5750,1.0,5,7,1070,690,1962,1860,5750,47.5521,-122.373,2
6184,639000.0,4,2.5,0,2500,8540,2.0,3,9,2500,0,1990,2560,8475,47.5759,-121.994,1
6185,287000.0,2,1.0,2,930,6900,1.0,3,7,930,0,1952,1910,7194,47.506,-122.242,0
6186,740000.0,4,2.5,0,3030,8335,2.0,3,10,3030,0,1992,2850,8678,47.578,-122.056,3
6187,499922.0,3,2.0,0,1460,3000,1.0,4,7,940,520,1990,1460,3000,47.682,-122.365,0
6188,675000.0,4,2.5,0,2940,14071,2.0,3,9,2940,0,1986,2670,10982,47.5627,-122.018,1
6189,738515.0,5,2.75,0,3360,9200,2.0,3,9,3360,0,2014,3360,9713,47.7754,-122.173,3
6190,445000.0,3,1.75,0,2110,4800,1.0,3,8,1210,900,1956,1660,4800,47.567,-122.318,2
6191,1039000.0,4,2.25,2,2740,11343,1.0,5,10,1980,760,1953,2790,10027,47.7117,-122.278,2
6192,346000.0,2,1.0,0,1070,2196,1.0,4,7,880,190,1917,1160,3600,47.5726,-122.308,0
6193,450000.0,3,2.0,0,1680,4886,2.0,3,7,1180,500,1940,1400,4900,47.5536,-122.286,0
6194,350000.0,4,2.5,0,2260,13755,1.0,4,9,2260,0,1975,2650,13650,47.3767,-122.161,1
6195,2400000.0,4,3.5,0,5860,7200,2.0,5,10,3690,2170,1907,4150,7200,47.6287,-122.287,3
6196,594950.0,4,2.25,0,2380,35008,1.0,3,8,2380,0,1977,2250,34794,47.5834,-122.001,1
6197,1695000.0,5,3.0,0,3320,5354,2.0,3,9,3320,0,2004,2330,4040,47.6542,-122.331,3
6198,219000.0,2,1.0,0,1050,9000,1.5,4,7,1050,0,1984,1550,9600,47.2887,-122.299,0
6199,450000.0,4,2.5,0,2070,3982,2.0,3,7,2070,0,2004,2340,4067,47.531,-121.854,1
6200,402000.0,4,2.25,0,1790,7311,2.0,3,7,1790,0,1992,1400,7203,47.5055,-122.189,1
6201,275000.0,2,1.0,0,840,4000,1.0,3,6,840,0,1942,1100,4000,47.5531,-122.307,0
6202,421500.0,3,1.5,0,990,4500,1.0,5,7,990,0,1948,1490,4000,47.6051,-122.298,0
6203,560000.0,3,3.0,2,4120,60392,2.0,3,9,3180,940,1994,2770,64033,47.6804,-121.913,3
6204,314000.0,3,1.75,0,1620,9600,1.0,4,7,1620,0,1966,1660,10200,47.4749,-122.155,0
6205,287000.0,4,2.0,0,1340,8190,1.0,4,7,1340,0,1942,1410,9721,47.4905,-122.343,0
6206,277000.0,4,1.0,0,1500,5750,1.5,3,6,1500,0,1925,1330,5750,47.4768,-122.206,0
6207,337500.0,2,1.0,0,1300,6731,1.0,3,7,1300,0,1950,1240,6731,47.5697,-122.395,0
6208,792000.0,4,2.75,0,3100,10245,2.0,3,10,3100,0,1999,3140,9028,47.6858,-122.107,3
6209,435000.0,3,2.5,0,3380,7074,2.0,3,8,2200,1180,1999,2060,6548,47.7462,-121.978,1
6210,313100.0,4,2.5,0,2660,9030,1.0,4,7,1450,1210,1977,1870,9030,47.4558,-122.212,2
6211,575000.0,3,2.25,0,1700,3333,1.5,3,7,1100,600,1924,1700,3750,47.6784,-122.361,0
6212,510000.0,4,2.5,2,1840,7800,1.0,3,8,1240,600,1972,2010,9100,47.7762,-122.384,2
6213,299950.0,2,1.0,0,890,5200,1.0,4,6,890,0,1941,950,5200,47.5311,-122.373,0
6214,1028000.0,3,3.0,0,2800,5800,1.0,3,9,1580,1220,1953,2580,5800,47.6493,-122.413,2
6215,364000.0,4,1.75,0,2010,8625,1.0,4,7,1340,670,1957,1500,8400,47.7496,-122.355,2
6216,335000.0,3,1.0,0,1380,7470,1.0,5,7,1380,0,1965,1440,7473,47.7479,-122.343,0
6217,219950.0,3,1.0,0,1210,8000,1.0,3,6,1210,0,1954,1430,8000,47.4211,-122.314,0
6218,215000.0,3,2.0,0,1280,6994,1.0,3,7,1280,0,1991,1290,7514,47.3889,-122.048,0
6219,640000.0,4,2.5,0,4090,215186,2.0,4,8,3670,420,1979,2430,142005,47.2964,-122.116,3
6220,535000.0,3,1.0,0,1580,6300,1.0,3,7,1180,400,1925,1560,1601,47.6505,-122.384,0
6221,253000.0,4,2.0,0,1910,7826,1.0,4,7,1140,770,1973,1540,7826,47.3493,-122.306,2
6222,650000.0,2,2.5,2,1740,2500,2.0,3,8,1210,530,1994,1640,2500,47.622,-122.3,1
6223,672000.0,3,2.25,0,1130,4445,1.5,4,8,1130,0,1930,1330,4445,47.6845,-122.375,0
6224,606000.0,3,1.75,3,1970,8540,1.0,4,8,1130,840,1950,2280,8540,47.7213,-122.365,2
6225,292000.0,3,2.25,0,1780,9720,1.0,3,8,1280,500,1981,1710,9790,47.4762,-122.156,0
6226,289950.0,3,2.0,0,1670,7757,1.0,3,8,1670,0,1992,2290,7859,47.3802,-122.207,1
6227,257500.0,4,1.5,0,1360,9323,1.0,4,7,1360,0,1968,1180,9611,47.3168,-122.401,0
6228,380000.0,3,2.5,0,1840,6985,1.0,3,7,1290,550,1971,2160,7990,47.7586,-122.342,2
6229,360000.0,3,1.75,0,1255,1113,3.0,3,8,1255,0,2010,1010,1038,47.6958,-122.343,1
6230,269500.0,3,1.75,0,1840,7412,1.0,4,7,1240,600,1976,1980,7350,47.3933,-122.188,0
6231,449000.0,4,2.5,0,2960,6031,2.0,3,9,2960,0,2005,2570,5012,47.3596,-122.04,1
6232,375000.0,4,1.5,0,1430,7232,1.5,3,7,1430,0,1948,1540,7232,47.7197,-122.328,0
6233,2200000.0,5,4.75,4,5990,10450,2.0,3,11,4050,1940,2002,3330,14810,47.5554,-122.077,3
6234,810000.0,4,2.5,0,3480,59242,2.0,3,11,3480,0,1988,2930,39400,47.7391,-122.102,3
6235,994000.0,5,3.25,0,4260,7861,2.0,3,10,4260,0,2005,4020,7528,47.611,-121.992,3
6236,275000.0,5,2.25,0,1820,10500,1.0,4,7,1080,740,1979,1820,7500,47.4058,-122.177,2
6237,300000.0,2,1.0,0,1290,2482,2.0,3,7,1290,0,2008,1290,2482,47.6972,-122.025,1
6238,380000.0,5,2.5,0,2130,8428,2.0,3,7,2130,0,2013,1500,11810,47.4726,-122.282,1
6239,200000.0,3,2.0,0,1170,10051,1.0,4,7,1170,0,1957,1440,9800,47.4229,-122.324,0
6240,635000.0,3,3.5,0,1730,1349,3.0,3,9,1350,380,2009,1830,3300,47.6224,-122.326,1
6241,280000.0,2,1.0,0,880,5750,1.0,3,6,880,0,1939,1190,5750,47.5642,-122.379,0
6242,574000.0,3,2.5,0,2380,6832,2.0,3,8,2380,0,2002,2580,6832,47.5372,-121.876,1
6243,1050000.0,4,1.0,0,1330,9729,1.0,3,6,1330,0,1952,2920,10353,47.6223,-122.208,0
6244,545000.0,3,2.25,2,1780,191228,2.0,3,8,1780,0,1988,2440,87120,47.4575,-121.748,1
6245,271950.0,3,1.5,0,1220,8400,1.0,4,7,1220,0,1962,2110,9119,47.5467,-122.173,0
6246,630000.0,5,1.75,2,2490,24969,1.0,4,8,1540,950,1959,2790,15600,47.336,-122.35,2
6247,400000.0,2,1.0,0,1180,10800,1.0,3,7,1180,0,1984,1600,10800,47.7273,-122.236,0
6248,334000.0,4,2.5,0,2310,6200,2.0,3,8,2310,0,1998,2480,6200,47.3321,-122.172,1
6249,332500.0,4,2.0,0,1440,4855,2.0,4,7,1440,0,1972,1300,4080,47.5717,-122.287,0
6250,525000.0,2,1.5,0,1620,1444,2.0,3,9,1080,540,2007,1660,1642,47.5892,-122.309,1
6251,408000.0,3,2.5,0,2620,8403,2.0,3,8,2620,0,1991,2190,7842,47.3675,-122.042,1
6252,846450.0,4,2.5,0,3710,7491,2.0,3,9,3710,0,2003,3040,7491,47.5596,-122.016,3
6253,411100.0,3,1.5,0,1040,10323,1.0,4,7,1040,0,1958,1580,7200,47.5882,-122.155,0
6254,409124.0,5,3.25,0,3320,11340,2.0,4,8,2480,840,1999,2330,8339,47.3904,-122.154,1
6255,335950.0,2,1.5,0,800,5192,1.0,5,7,800,0,1951,1190,5320,47.5119,-122.386,0
6256,480000.0,5,2.5,0,2040,9597,1.0,4,7,1240,800,1963,1800,8553,47.6544,-122.134,2
6257,280000.0,2,1.75,0,1960,30144,1.0,3,7,980,980,1957,1960,10140,47.4234,-122.212,0
6258,668000.0,4,2.5,0,2670,4410,2.0,3,8,2670,0,1999,2670,4410,47.5978,-122.038,1
6259,750000.0,4,2.5,0,2930,8641,2.0,3,8,2930,0,2010,2120,11175,47.7199,-122.246,1
6260,394475.0,2,1.0,0,830,4000,1.0,3,6,830,0,1955,950,4000,47.6929,-122.379,0
6261,848000.0,5,1.75,0,2290,4320,2.0,3,7,1980,310,1928,2870,4320,47.664,-122.31,1
6262,675000.0,3,1.5,0,2510,3600,2.5,4,8,2510,0,1907,1740,1885,47.6195,-122.313,0
6263,175000.0,3,1.0,0,1280,7572,1.0,4,6,1280,0,1958,1170,7667,47.4491,-122.176,0
6264,560000.0,4,1.5,1,1810,6000,1.0,3,8,1350,460,1952,2020,6000,47.5233,-122.386,2
6265,538888.0,5,2.75,0,2080,13189,2.0,3,8,2080,0,1987,2030,11847,47.6288,-122.031,1
6266,359000.0,4,1.75,0,1680,9244,2.0,3,8,1680,0,1991,1840,9387,47.4612,-122.352,1
6267,300000.0,3,2.25,0,1660,5128,2.0,3,7,1660,0,2001,1680,4652,47.7362,-121.967,1
6268,273000.0,3,2.5,0,1650,5994,2.0,4,7,1650,0,1989,1930,6666,47.3603,-122.19,1
6269,670000.0,3,2.5,0,1420,1438,2.0,3,9,1280,140,2003,1490,1439,47.6265,-122.323,1
6270,530000.0,4,2.25,0,2240,8376,1.0,3,8,1740,500,1984,1890,7875,47.6323,-122.029,1
6271,625000.0,3,1.5,0,1230,3060,1.0,3,7,910,320,1927,1260,4488,47.667,-122.333,0
6272,248000.0,3,1.0,0,1260,6000,1.0,4,6,1260,0,1954,1520,6600,47.4187,-122.323,0
6273,533000.0,3,2.5,0,2060,4812,2.0,3,8,2060,0,1990,1930,5264,47.5793,-122.002,1
6274,549950.0,4,3.5,0,3090,10510,1.0,3,8,2190,900,1991,2200,7408,47.7176,-122.214,1
6275,485000.0,4,1.75,0,3220,7392,1.0,4,8,2010,1210,1959,1660,8363,47.7719,-122.361,2
6276,353500.0,3,2.5,0,2020,4845,2.0,3,7,2020,0,2001,1930,5134,47.3848,-122.033,1
6277,435000.0,2,1.75,0,1910,12142,1.0,3,9,1910,0,1976,2580,12326,47.6276,-122.053,1
6278,241000.0,3,1.0,0,1150,10000,1.0,3,6,1000,150,1951,1340,10000,47.5075,-122.262,0
6279,885000.0,4,2.75,0,2730,3560,1.5,3,8,1550,1180,1921,1860,3560,47.6737,-122.304,2
6280,799200.0,6,3.0,0,2890,2370,2.5,3,7,2290,600,1906,2180,2460,47.6227,-122.323,2
6281,760000.0,3,2.5,0,2280,12746,1.0,4,8,1490,790,1973,2100,12746,47.6362,-122.175,2
6282,270000.0,2,1.0,0,1040,5700,1.0,3,6,1040,0,1922,1380,5700,47.519,-122.26,0
6283,675000.0,4,1.75,0,2440,7475,1.0,4,9,2040,400,1969,2040,8480,47.6339,-122.096,2
